Lieu	N° région, département	Série	Unité	2006	2012
GERS	32	OC30112-Surface du tissu urbain discontinu	ha	5858.0	6062.0
GERS	32	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	688.0	718.0
GERS	32	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	0.0	0.0
GERS	32	OC30123-Surface des zones portuaires	ha	0.0	0.0
GERS	32	OC30124-Surface des aéroports	ha	115.0	115.0
GERS	32	OC30131-Surface consacrée à l'extraction de matériaux	ha	144.0	167.0
GERS	32	OC30132-Surface occupée par des décharges	ha	0.0	0.0
GERS	32	OC30133-Surface des chantiers	ha	0.0	87.0
GERS	32	OC30141-Surface des espaces verts urbains	ha	56.0	54.0
GERS	32	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	557.0	565.0
GERS	32	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	341408.0	341458.0
GERS	32	OC302112-Surface des cannes à sucre	ha	0.0	0.0
GERS	32	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
GERS	32	OC30213-Surface des rizières	ha	0.0	0.0
GERS	32	OC30221-Surface des vignobles	ha	18635.0	18573.0
GERS	32	OC302221-Surface des vergers et petits fruits	ha	829.0	829.0
GERS	32	OC302222-Surface des bananeraies	ha	0.0	0.0
GERS	32	OC302223-Surface des palmeraies	ha	0.0	0.0
GERS	32	OC302224-Surface des caféiers	ha	0.0	0.0
GERS	32	OC30223-Surface des oliveraies	ha	0.0	0.0
GERS	32	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	41634.0	41584.0
GERS	32	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
GERS	32	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	109972.0	109685.0
GERS	32	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	52748.0	52683.0
GERS	32	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
GERS	32	OC303111-Surface des forêts de feuillus	ha	48387.0	48372.0
GERS	32	OC303111-Surface des mangroves	ha	0.0	0.0
GERS	32	OC30312-Surface des forêts de conifères	ha	2443.0	1874.0
GERS	32	OC30313-Surface des forêts mélangées	ha	2356.0	2262.0
GERS	32	OC30321-Surface des pelouses et pâturages naturels	ha	405.0	405.0
GERS	32	OC30322-Surface des landes et broussailles	ha	0.0	0.0
GERS	32	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
GERS	32	OC30324-Surface des forêts et végétations arbustives en mutation	ha	2800.0	3541.0
GERS	32	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
GERS	32	OC30332-Surface des roches nues	ha	0.0	0.0
GERS	32	OC30333-Surface de végétation clairsemée	ha	0.0	0.0
GERS	32	OC30334-Surface des zones incendiées	ha	0.0	0.0
GERS	32	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
GERS	32	OC30411-Surface des marais intérieurs	ha	0.0	0.0
GERS	32	OC30412-Surface des tourbières	ha	0.0	0.0
GERS	32	OC30421-Surface des marais maritimes	ha	0.0	0.0
GERS	32	OC30422-Surface des marais salants	ha	0.0	0.0
GERS	32	OC30423-Surface des zones intertidales	ha	0.0	0.0
GERS	32	OC305111-Surface des cours et voies d'eau	ha	0.0	0.0
GERS	32	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
GERS	32	OC30512-Surface des plans d'eau	ha	1205.0	1205.0
GERS	32	OC30521-Surface des lagunes littorales	ha	0.0	0.0
GERS	32	OC30522-Surface des estuaires	ha	0.0	0.0
GERS	32	OC30523-Surface des mers et océans	ha	0.0	0.0
GERS	32	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
GERS	32	OC30Total de la surface des territoires artificialisés	ha	7585.0	7935.0
GERS	32	OC30Total de la surface des territoires agricoles	ha	565226.0	564812.0
GERS	32	OC30Total de la surface des forêts et milieux semi-naturels	ha	56391.0	56454.0
GERS	32	OC30Total de la surface des zones humides	ha	0.0	0.0
GERS	32	OC30Total de la surface en eau	ha	1205.0	1205.0
GERS	32	OC30Surface totale	ha	630406.0	630406.0
GIRONDE	33	OC30111-Surface du tissu urbain continu	ha	2385.0	2385.0
GIRONDE	33	OC30112-Surface du tissu urbain discontinu	ha	55096.0	57426.0
GIRONDE	33	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	9340.0	10147.0
GIRONDE	33	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	850.0	853.0
GIRONDE	33	OC30123-Surface des zones portuaires	ha	165.0	165.0
GIRONDE	33	OC30124-Surface des aéroports	ha	1170.0	1178.0
GIRONDE	33	OC30131-Surface consacrée à l'extraction de matériaux	ha	2155.0	2575.0
GIRONDE	33	OC30132-Surface occupée par des décharges	ha	153.0	153.0
GIRONDE	33	OC30133-Surface des chantiers	ha	64.0	533.0
GIRONDE	33	OC30141-Surface des espaces verts urbains	ha	821.0	821.0
GIRONDE	33	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	3830.0	3888.0
GIRONDE	33	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	64977.0	65599.0
GIRONDE	33	OC302112-Surface des cannes à sucre	ha	0.0	0.0
GIRONDE	33	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
GIRONDE	33	OC30213-Surface des rizières	ha	0.0	0.0
GIRONDE	33	OC30221-Surface des vignobles	ha	153533.0	154096.0
GIRONDE	33	OC302221-Surface des vergers et petits fruits	ha	1236.0	1289.0
GIRONDE	33	OC302222-Surface des bananeraies	ha	0.0	0.0
GIRONDE	33	OC302223-Surface des palmeraies	ha	0.0	0.0
GIRONDE	33	OC302224-Surface des caféiers	ha	0.0	0.0
GIRONDE	33	OC30223-Surface des oliveraies	ha	0.0	0.0
GIRONDE	33	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	60924.0	60317.0
GIRONDE	33	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	122.0	117.0
GIRONDE	33	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	96359.0	94503.0
GIRONDE	33	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	13332.0	13108.0
GIRONDE	33	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
GIRONDE	33	OC303111-Surface des forêts de feuillus	ha	59656.0	60027.0
GIRONDE	33	OC303111-Surface des mangroves	ha	0.0	0.0
GIRONDE	33	OC30312-Surface des forêts de conifères	ha	230451.0	223615.0
GIRONDE	33	OC30313-Surface des forêts mélangées	ha	60286.0	61483.0
GIRONDE	33	OC30321-Surface des pelouses et pâturages naturels	ha	0.0	0.0
GIRONDE	33	OC30322-Surface des landes et broussailles	ha	9223.0	8748.0
GIRONDE	33	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
GIRONDE	33	OC30324-Surface des forêts et végétations arbustives en mutation	ha	150458.0	153511.0
GIRONDE	33	OC30331-Surface des plages, dunes, sables	ha	3524.0	3479.0
GIRONDE	33	OC30332-Surface des roches nues	ha	0.0	0.0
GIRONDE	33	OC30333-Surface de végétation clairsemée	ha	0.0	0.0
GIRONDE	33	OC30334-Surface des zones incendiées	ha	0.0	0.0
GIRONDE	33	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
GIRONDE	33	OC30411-Surface des marais intérieurs	ha	6165.0	6177.0
GIRONDE	33	OC30412-Surface des tourbières	ha	0.0	0.0
GIRONDE	33	OC30421-Surface des marais maritimes	ha	1663.0	1663.0
GIRONDE	33	OC30422-Surface des marais salants	ha	0.0	0.0
GIRONDE	33	OC30423-Surface des zones intertidales	ha	264.0	284.0
GIRONDE	33	OC305111-Surface des cours et voies d'eau	ha	8738.0	8738.0
GIRONDE	33	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
GIRONDE	33	OC30512-Surface des plans d'eau	ha	10986.0	11022.0
GIRONDE	33	OC30521-Surface des lagunes littorales	ha	0.0	0.0
GIRONDE	33	OC30522-Surface des estuaires	ha	6873.0	6873.0
GIRONDE	33	OC30523-Surface des mers et océans	ha	160.0	185.0
GIRONDE	33	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
GIRONDE	33	OC30Total de la surface des territoires artificialisés	ha	76028.0	80123.0
GIRONDE	33	OC30Total de la surface des territoires agricoles	ha	390482.0	389030.0
GIRONDE	33	OC30Total de la surface des forêts et milieux semi-naturels	ha	513599.0	510863.0
GIRONDE	33	OC30Total de la surface des zones humides	ha	8092.0	8124.0
GIRONDE	33	OC30Total de la surface en eau	ha	26757.0	26819.0
GIRONDE	33	OC30Surface totale	ha	1014958.0	1014958.0
HAUT-RHIN	68	OC30111-Surface du tissu urbain continu	ha	329.0	329.0
HAUT-RHIN	68	OC30112-Surface du tissu urbain discontinu	ha	27201.0	27575.0
HAUT-RHIN	68	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	6036.0	6250.0
HAUT-RHIN	68	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	480.0	480.0
HAUT-RHIN	68	OC30123-Surface des zones portuaires	ha	0.0	0.0
HAUT-RHIN	68	OC30124-Surface des aéroports	ha	1086.0	1077.0
HAUT-RHIN	68	OC30131-Surface consacrée à l'extraction de matériaux	ha	1316.0	1394.0
HAUT-RHIN	68	OC30132-Surface occupée par des décharges	ha	282.0	273.0
HAUT-RHIN	68	OC30133-Surface des chantiers	ha	0.0	154.0
HAUT-RHIN	68	OC30141-Surface des espaces verts urbains	ha	269.0	269.0
HAUT-RHIN	68	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	909.0	918.0
HAUT-RHIN	68	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	103068.0	102553.0
HAUT-RHIN	68	OC302112-Surface des cannes à sucre	ha	0.0	0.0
HAUT-RHIN	68	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
HAUT-RHIN	68	OC30213-Surface des rizières	ha	0.0	0.0
HAUT-RHIN	68	OC30221-Surface des vignobles	ha	9820.0	9810.0
HAUT-RHIN	68	OC302221-Surface des vergers et petits fruits	ha	594.0	589.0
HAUT-RHIN	68	OC302222-Surface des bananeraies	ha	0.0	0.0
HAUT-RHIN	68	OC302223-Surface des palmeraies	ha	0.0	0.0
HAUT-RHIN	68	OC302224-Surface des caféiers	ha	0.0	0.0
HAUT-RHIN	68	OC30223-Surface des oliveraies	ha	0.0	0.0
HAUT-RHIN	68	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	12187.0	12198.0
HAUT-RHIN	68	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
HAUT-RHIN	68	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	28442.0	28182.0
HAUT-RHIN	68	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	3242.0	3257.0
HAUT-RHIN	68	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
HAUT-RHIN	68	OC303111-Surface des forêts de feuillus	ha	76591.0	77944.0
HAUT-RHIN	68	OC303111-Surface des mangroves	ha	0.0	0.0
HAUT-RHIN	68	OC30312-Surface des forêts de conifères	ha	28967.0	28964.0
HAUT-RHIN	68	OC30313-Surface des forêts mélangées	ha	40391.0	40382.0
HAUT-RHIN	68	OC30321-Surface des pelouses et pâturages naturels	ha	3644.0	3644.0
HAUT-RHIN	68	OC30322-Surface des landes et broussailles	ha	2791.0	2791.0
HAUT-RHIN	68	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
HAUT-RHIN	68	OC30324-Surface des forêts et végétations arbustives en mutation	ha	2681.0	1295.0
HAUT-RHIN	68	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
HAUT-RHIN	68	OC30332-Surface des roches nues	ha	34.0	34.0
HAUT-RHIN	68	OC30333-Surface de végétation clairsemée	ha	0.0	0.0
HAUT-RHIN	68	OC30334-Surface des zones incendiées	ha	0.0	0.0
HAUT-RHIN	68	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
HAUT-RHIN	68	OC30411-Surface des marais intérieurs	ha	260.0	260.0
HAUT-RHIN	68	OC30412-Surface des tourbières	ha	0.0	0.0
HAUT-RHIN	68	OC30421-Surface des marais maritimes	ha	0.0	0.0
HAUT-RHIN	68	OC30422-Surface des marais salants	ha	0.0	0.0
HAUT-RHIN	68	OC30423-Surface des zones intertidales	ha	0.0	0.0
HAUT-RHIN	68	OC305111-Surface des cours et voies d'eau	ha	1730.0	1730.0
HAUT-RHIN	68	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
HAUT-RHIN	68	OC30512-Surface des plans d'eau	ha	417.0	417.0
HAUT-RHIN	68	OC30521-Surface des lagunes littorales	ha	0.0	0.0
HAUT-RHIN	68	OC30522-Surface des estuaires	ha	0.0	0.0
HAUT-RHIN	68	OC30523-Surface des mers et océans	ha	0.0	0.0
HAUT-RHIN	68	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
HAUT-RHIN	68	OC30Total de la surface des territoires artificialisés	ha	37909.0	38719.0
HAUT-RHIN	68	OC30Total de la surface des territoires agricoles	ha	157353.0	156587.0
HAUT-RHIN	68	OC30Total de la surface des forêts et milieux semi-naturels	ha	155099.0	155054.0
HAUT-RHIN	68	OC30Total de la surface des zones humides	ha	261.0	261.0
HAUT-RHIN	68	OC30Total de la surface en eau	ha	2147.0	2147.0
HAUT-RHIN	68	OC30Surface totale	ha	352768.0	352768.0
HAUTE-CORSE	2B	OC30111-Surface du tissu urbain continu	ha	70.0	70.0
HAUTE-CORSE	2B	OC30112-Surface du tissu urbain discontinu	ha	6488.0	6573.0
HAUTE-CORSE	2B	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	769.0	860.0
HAUTE-CORSE	2B	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	0.0	0.0
HAUTE-CORSE	2B	OC30123-Surface des zones portuaires	ha	0.0	0.0
HAUTE-CORSE	2B	OC30124-Surface des aéroports	ha	586.0	591.0
HAUTE-CORSE	2B	OC30131-Surface consacrée à l'extraction de matériaux	ha	294.0	356.0
HAUTE-CORSE	2B	OC30132-Surface occupée par des décharges	ha	33.0	33.0
HAUTE-CORSE	2B	OC30133-Surface des chantiers	ha	0.0	104.0
HAUTE-CORSE	2B	OC30141-Surface des espaces verts urbains	ha	56.0	56.0
HAUTE-CORSE	2B	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	686.0	692.0
HAUTE-CORSE	2B	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	2590.0	2570.0
HAUTE-CORSE	2B	OC302112-Surface des cannes à sucre	ha	0.0	0.0
HAUTE-CORSE	2B	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
HAUTE-CORSE	2B	OC30213-Surface des rizières	ha	0.0	0.0
HAUTE-CORSE	2B	OC30221-Surface des vignobles	ha	7034.0	7046.0
HAUTE-CORSE	2B	OC302221-Surface des vergers et petits fruits	ha	5113.0	5121.0
HAUTE-CORSE	2B	OC302222-Surface des bananeraies	ha	0.0	0.0
HAUTE-CORSE	2B	OC302223-Surface des palmeraies	ha	0.0	0.0
HAUTE-CORSE	2B	OC302224-Surface des caféiers	ha	0.0	0.0
HAUTE-CORSE	2B	OC30223-Surface des oliveraies	ha	63.0	63.0
HAUTE-CORSE	2B	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	9795.0	9716.0
HAUTE-CORSE	2B	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
HAUTE-CORSE	2B	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	23123.0	22973.0
HAUTE-CORSE	2B	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	10363.0	10374.0
HAUTE-CORSE	2B	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
HAUTE-CORSE	2B	OC303111-Surface des forêts de feuillus	ha	79538.0	79495.0
HAUTE-CORSE	2B	OC303111-Surface des mangroves	ha	0.0	0.0
HAUTE-CORSE	2B	OC30312-Surface des forêts de conifères	ha	26371.0	26327.0
HAUTE-CORSE	2B	OC30313-Surface des forêts mélangées	ha	8887.0	8887.0
HAUTE-CORSE	2B	OC30321-Surface des pelouses et pâturages naturels	ha	70090.0	70176.0
HAUTE-CORSE	2B	OC30322-Surface des landes et broussailles	ha	17693.0	17693.0
HAUTE-CORSE	2B	OC30323-Surface de la végétation sclérophylle	ha	94773.0	94679.0
HAUTE-CORSE	2B	OC30324-Surface des forêts et végétations arbustives en mutation	ha	48412.0	48710.0
HAUTE-CORSE	2B	OC30331-Surface des plages, dunes, sables	ha	625.0	625.0
HAUTE-CORSE	2B	OC30332-Surface des roches nues	ha	15294.0	15294.0
HAUTE-CORSE	2B	OC30333-Surface de végétation clairsemée	ha	38181.0	38150.0
HAUTE-CORSE	2B	OC30334-Surface des zones incendiées	ha	315.0	0.0
HAUTE-CORSE	2B	OC30335-Surface des glaciers et neiges éternelles	ha	0.0	0.0
HAUTE-CORSE	2B	OC30411-Surface des marais intérieurs	ha	789.0	789.0
HAUTE-CORSE	2B	OC30412-Surface des tourbières	ha	31.0	31.0
HAUTE-CORSE	2B	OC30421-Surface des marais maritimes	ha	274.0	274.0
HAUTE-CORSE	2B	OC30422-Surface des marais salants	ha	0.0	0.0
HAUTE-CORSE	2B	OC30423-Surface des zones intertidales	ha	0.0	0.0
HAUTE-CORSE	2B	OC305111-Surface des cours et voies d'eau	ha	0.0	0.0
HAUTE-CORSE	2B	OC305112-Surface des cours et voies d'eau temporaires	ha	0.0	0.0
HAUTE-CORSE	2B	OC30512-Surface des plans d'eau	ha	487.0	501.0
HAUTE-CORSE	2B	OC30521-Surface des lagunes littorales	ha	2828.0	2828.0
HAUTE-CORSE	2B	OC30522-Surface des estuaires	ha	0.0	0.0
HAUTE-CORSE	2B	OC30523-Surface des mers et océans	ha	583.0	581.0
HAUTE-CORSE	2B	OC309999-Surface non affectée/renseignée	ha	0.0	0.0
HAUTE-CORSE	2B	OC30Total de la surface des territoires artificialisés	ha	8982.0	9334.0
HAUTE-CORSE	2B	OC30Total de la surface des territoires agricoles	ha	58080.0	57863.0
HAUTE-CORSE	2B	OC30Total de la surface des forêts et milieux semi-naturels	ha	400180.0	400035.0
HAUTE-CORSE	2B	OC30Total de la surface des zones humides	ha	1095.0	1095.0
HAUTE-CORSE	2B	OC30Total de la surface en eau	ha	3899.0	3909.0
HAUTE-CORSE	2B	OC30Surface totale	ha	472235.0	472235.0
HAUTE-GARONNE	31	OC30111-Surface du tissu urbain continu	ha	677.0	677.0
HAUTE-GARONNE	31	OC30112-Surface du tissu urbain discontinu	ha	39620.0	41371.0
HAUTE-GARONNE	31	OC30121-Surface des zones industrielles ou commerciales et installations publiques	ha	7036.0	7987.0
HAUTE-GARONNE	31	OC30122-Surface des réseaux routiers et ferroviaires et espaces associés	ha	855.0	870.0
HAUTE-GARONNE	31	OC30123-Surface des zones portuaires	ha	0.0	0.0
HAUTE-GARONNE	31	OC30124-Surface des aéroports	ha	904.0	898.0
HAUTE-GARONNE	31	OC30131-Surface consacrée à l'extraction de matériaux	ha	2463.0	2906.0
HAUTE-GARONNE	31	OC30132-Surface occupée par des décharges	ha	31.0	31.0
HAUTE-GARONNE	31	OC30133-Surface des chantiers	ha	339.0	107.0
HAUTE-GARONNE	31	OC30141-Surface des espaces verts urbains	ha	389.0	389.0
HAUTE-GARONNE	31	OC30142-Surface occupée par des équipements sportifs et de loisirs	ha	1943.0	1955.0
HAUTE-GARONNE	31	OC302111-Surface des terres arables hors périmètres d'irrigation	ha	264635.0	263415.0
HAUTE-GARONNE	31	OC302112-Surface des cannes à sucre	ha	0.0	0.0
HAUTE-GARONNE	31	OC30212-Surface des périmètres irrigués en permanence	ha	0.0	0.0
HAUTE-GARONNE	31	OC30213-Surface des rizières	ha	0.0	0.0
HAUTE-GARONNE	31	OC30221-Surface des vignobles	ha	3683.0	3671.0
HAUTE-GARONNE	31	OC302221-Surface des vergers et petits fruits	ha	161.0	161.0
HAUTE-GARONNE	31	OC302222-Surface des bananeraies	ha	0.0	0.0
HAUTE-GARONNE	31	OC302223-Surface des palmeraies	ha	0.0	0.0
HAUTE-GARONNE	31	OC302224-Surface des caféiers	ha	0.0	0.0
HAUTE-GARONNE	31	OC30223-Surface des oliveraies	ha	0.0	0.0
HAUTE-GARONNE	31	OC30231-Surface des prairies et autres surfaces toujours en herbe à usage agricole	ha	51287.0	51034.0
HAUTE-GARONNE	31	OC30241-Surface des cultures annuelles associées à des cultures permanentes	ha	0.0	0.0
HAUTE-GARONNE	31	OC30242-Surface des systèmes culturaux et parcellaires complexes	ha	96210.0	94971.0
HAUTE-GARONNE	31	OC30243-Surface essentiellement agricole, interrompue par des espaces naturels importants	ha	27206.0	27105.0
HAUTE-GARONNE	31	OC30244-Surface des territoires agroforestiers	ha	0.0	0.0
HAUTE-GARONNE	31	OC303111-Surface des forêts de feuillus	ha	94723.0	94754.0
HAUTE-GARONNE	31	OC303111-Surface des mangroves	ha	0.0	0.0
HAUTE-GARONNE	31	OC30312-Surface des forêts de conifères	ha	10316.0	10298.0
HAUTE-GARONNE	31	OC30313-Surface des forêts mélangées	ha	7027.0	7069.0
HAUTE-GARONNE	31	OC30321-Surface des pelouses et pâturages naturels	ha	14488.0	14460.0
HAUTE-GARONNE	31	OC30322-Surface des landes et broussailles	ha	1695.0	1684.0
HAUTE-GARONNE	31	OC30323-Surface de la végétation sclérophylle	ha	0.0	0.0
HAUTE-GARONNE	31	OC30324-Surface des forêts et végétations arbustives en mutation	ha	1917.0	1766.0
HAUTE-GARONNE	31	OC30331-Surface des plages, dunes, sables	ha	0.0	0.0
HAUTE-GARONNE	31	OC30332-Surface des roches nues	ha	3038.0	3038.0
HAUTE-GARONNE	31	OC30333-Surface de végétation clairsemée	ha	2218.0	2218.0
HAUTE-GARONNE	31	OC30334-Surface des zones incendiées	ha	0.0	0.0
HAUTE-GARONNE	31	OC30335-Surface des glaciers et neiges éternelles	ha	327.0	327.0
HAUTE-GARONNE	31	OC30411-Surface des marais intérieurs	ha	0.0	0.0
HAUTE-GARONNE	31	OC30412-Surface des tourbières	ha	0.0	0.0
HAUTE-GARONNE	31	OC30421-Surface des marais maritimes	ha	0.0	0.0
