vehicle,unit,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
TRC,NR,UKC1	2786 	2703 	2430 	2459 	2296 	2278 	2205 	2060 	1908 	1659 	1418 	1268 	1146 	1239 	1408 	1317 	1185 	990 	833 	628 	464 	: 	: 	: 	: 
TRC,NR,UKC2	1289 	1234 	1252 	1267 	1328 	1256 	1236 	1127 	991 	895 	937 	942 	926 	1019 	1109 	1185 	1030 	858 	791 	660 	515 	: 	: 	: 	: 
TRC,NR,UKD	19879 	19159 	17895 	15291 	14787 	13701 	13971 	13154 	12448 	11072 	9064 	8012 	7858 	9088 	10669 	10780 	10168 	8790 	6768 	5481 	4125 	: 	: 	: 	: 
TRC,NR,UKD1	1511 	1374 	1317 	1340 	1286 	1476 	1581 	1503 	1591 	1291 	1060 	699 	575 	682 	890 	944 	918 	735 	653 	627 	568 	: 	: 	: 	: 
TRC,NR,UKD3	9501 	9442 	8559 	6325 	6305 	6319 	6577 	5970 	5444 	4553 	3291 	2978 	2844 	3517 	4375 	4521 	4176 	3668 	2559 	1935 	1385 	: 	: 	: 	: 
TRC,NR,UKD4	3134 	2871 	2560 	2435 	2473 	2152 	2111 	2151 	2097 	2119 	1907 	1625 	1658 	1770 	1748 	1655 	1632 	1456 	1228 	1019 	790 	: 	: 	: 	: 
TRC,NR,UKD6	2099 	1906 	1873 	2386 	2449 	1719 	1834 	1742 	1562 	1519 	1491 	1540 	1711 	1852 	2182 	2067 	1927 	1569 	1124 	890 	587 	: 	: 	: 	: 
TRC,NR,UKD7	3634 	3566 	3586 	2805 	2274 	2035 	1868 	1788 	1754 	1590 	1315 	1170 	1070 	1267 	1474 	1593 	1515 	1362 	1204 	1010 	795 	: 	: 	: 	: 
TRC,NR,UKE	13919 	13340 	13153 	15184 	14874 	14483 	14924 	14683 	12654 	11537 	9289 	7091 	5535 	6101 	6909 	6827 	5823 	5176 	4395 	3428 	2647 	: 	: 	22000 	: 
TRC,NR,UKE1	4181 	3974 	3816 	3861 	3843 	3748 	3743 	3611 	2626 	2436 	2111 	1767 	1351 	1478 	1712 	1808 	1599 	1297 	1067 	970 	763 	: 	: 	: 	: 
TRC,NR,UKE2	1967 	1846 	1818 	1776 	1728 	1567 	1518 	1394 	1382 	1268 	1317 	1159 	1088 	1081 	1111 	1023 	798 	660 	539 	473 	433 	: 	: 	: 	: 
TRC,NR,UKE3	2621 	2615 	2799 	2915 	2968 	2934 	2654 	2992 	2584 	2136 	1386 	1263 	1090 	1107 	1176 	1169 	1137 	1228 	1112 	881 	645 	: 	: 	: 	: 
TRC,NR,UKE4	5150 	4905 	4720 	6632 	6335 	6234 	7009 	6686 	6062 	5697 	4475 	2902 	2006 	2435 	2910 	2827 	2289 	1991 	1677 	1104 	806 	: 	: 	: 	: 
TRC,NR,UKF	14664 	14223 	13586 	13200 	10484 	9572 	11234 	10671 	9919 	9208 	7835 	7065 	5730 	5818 	6040 	6215 	5408 	4416 	3785 	3066 	2501 	: 	: 	24700 	: 
TRC,NR,UKF1	5737 	5674 	5345 	5072 	4855 	4113 	3972 	3797 	3402 	3138 	2607 	2477 	2019 	2284 	2409 	2382 	2040 	1591 	1320 	1180 	948 	: 	: 	: 	: 
TRC,NR,UKF2	6758 	6489 	6198 	6114 	3623 	3577 	5398 	5136 	4958 	4698 	4011 	3568 	2781 	2607 	2656 	2792 	2431 	1986 	1731 	1230 	981 	: 	: 	: 	: 
TRC,NR,UKF3	2169 	2060 	2043 	2014 	2006 	1882 	1864 	1738 	1559 	1372 	1217 	1020 	930 	927 	975 	1041 	937 	839 	734 	656 	572 	: 	: 	: 	: 
TRC,NR,UKG	13413 	12122 	11469 	11010 	10719 	10605 	10222 	9924 	8775 	7782 	7469 	7258 	6248 	6519 	7041 	7538 	6650 	5612 	5094 	4398 	3314 	: 	: 	18300 	: 
TRC,NR,UKG1	4096 	3102 	2964 	2929 	2809 	2595 	3498 	3665 	3283 	3016 	2776 	2294 	1705 	1754 	1524 	1764 	1774 	1339 	1124 	1115 	872 	: 	: 	: 	: 
TRC,NR,UKG2	5350 	5246 	4788 	4508 	4353 	4571 	3328 	3036 	2669 	2416 	2586 	2548 	2216 	2370 	2785 	2921 	2374 	1826 	1579 	1250 	1119 	: 	: 	: 	: 
TRC,NR,UKG3	3967 	3774 	3717 	3573 	3557 	3439 	3396 	3223 	2823 	2350 	2107 	2416 	2327 	2395 	2732 	2853 	2502 	2447 	2391 	2033 	1323 	: 	: 	: 	: 
TRC,NR,UKH	12945 	13162 	12604 	12658 	12221 	12288 	12012 	11229 	10121 	9445 	7834 	6634 	6288 	7018 	7997 	8391 	7390 	6960 	6147 	5278 	4248 	: 	: 	: 	: 
TRC,NR,UKH1	7963 	7695 	7495 	7472 	7182 	7364 	7734 	7428 	6635 	6178 	4648 	3562 	3296 	3683 	4095 	4521 	4198 	3883 	3515 	3002 	2432 	: 	: 	22200 	: 
TRC,NR,UKH2	2099 	2641 	2330 	2573 	2426 	2402 	1814 	1675 	1426 	1259 	1252 	1369 	1474 	1755 	2078 	2009 	1525 	1485 	1301 	1124 	866 	: 	: 	: 	: 
TRC,NR,UKH3	2883 	2826 	2779 	2613 	2613 	2522 	2464 	2126 	2060 	2008 	1934 	1703 	1518 	1580 	1824 	1861 	1667 	1592 	1331 	1152 	950 	: 	: 	: 	: 
TRC,NR,UKI	2405 	2382 	2491 	2368 	2085 	1907 	1882 	2005 	2202 	2227 	2304 	2765 	2962 	3385 	4078 	4698 	4646 	4075 	3746 	3100 	2680 	: 	: 	: 	: 
TRC,NR,UKJ	13319 	12394 	11370 	10395 	12254 	12725 	10958 	10926 	10506 	8972 	7435 	6748 	5930 	6972 	8471 	9116 	8162 	8215 	7547 	6378 	4629 	: 	: 	: 	: 
TRC,NR,UKJ1	7544 	7015 	6427 	5610 	7471 	8177 	6397 	6332 	5970 	4923 	3619 	3228 	2511 	3251 	4143 	4628 	4123 	4406 	4124 	3387 	2191 	: 	: 	: 	: 
TRC,NR,UKJ2	1281 	1202 	1261 	1197 	1199 	1151 	1164 	1254 	1502 	1249 	1080 	1033 	971 	1028 	1145 	1104 	1049 	1076 	924 	811 	728 	: 	: 	: 	: 
TRC,NR,UKJ3	1546 	1480 	1320 	1364 	1383 	1321 	1322 	1296 	1211 	1149 	1117 	1106 	1143 	1185 	1318 	1307 	1236 	1159 	940 	848 	727 	: 	: 	: 	: 
TRC,NR,UKJ4	2948 	2697 	2362 	2224 	2201 	2076 	2075 	2044 	1823 	1651 	1619 	1381 	1305 	1508 	1865 	2077 	1754 	1574 	1559 	1332 	983 	: 	: 	: 	: 
TRC,NR,UKK	11329 	10536 	9475 	9042 	7920 	7287 	7171 	7217 	7080 	6323 	6123 	4779 	4230 	4614 	5301 	5146 	4846 	4051 	3057 	2526 	2100 	: 	: 	33000 	: 
TRC,NR,UKK1	7345 	6701 	5841 	5600 	4539 	4022 	3962 	4126 	4180 	3625 	3096 	1990 	1729 	1864 	2131 	2095 	1998 	1805 	1297 	1126 	943 	: 	: 	: 	: 
TRC,NR,UKK2	1999 	1892 	1756 	1738 	1673 	1639 	1574 	1530 	1473 	1398 	1785 	1655 	1444 	1694 	2098 	2009 	1932 	1495 	1167 	916 	685 	: 	: 	: 	: 
TRC,NR,UKK3	582 	604 	636 	580 	567 	534 	514 	472 	421 	416 	426 	383 	354 	339 	314 	331 	288 	222 	172 	163 	174 	: 	: 	: 	: 
TRC,NR,UKK4	1403 	1339 	1242 	1124 	1141 	1092 	1121 	1089 	1006 	884 	816 	751 	703 	717 	758 	711 	628 	529 	421 	321 	298 	: 	: 	: 	: 
TRC,NR,UKL	3950 	3825 	3531 	3533 	3475 	3340 	3259 	2968 	2837 	2652 	2602 	2556 	2264 	2243 	2221 	2209 	1897 	1846 	1555 	1396 	1183 	: 	: 	16300 	: 
TRC,NR,UKL1	1992 	1851 	1694 	1714 	1720 	1701 	1637 	1473 	1429 	1384 	1381 	1328 	1211 	1182 	1121 	1101 	1001 	884 	683 	626 	627 	: 	: 	: 	: 
TRC,NR,UKL2	1958 	1974 	1837 	1819 	1755 	1639 	1622 	1495 	1408 	1268 	1221 	1228 	1053 	1061 	1100 	1108 	896 	962 	872 	770 	556 	: 	: 	: 	: 
TRC,NR,UKM	8645 	8233 	7690 	7395 	6958 	6961 	6560 	6140 	5726 	5112 	4644 	4107 	3754 	4071 	4615 	4792 	4720 	4451 	4042 	3446 	3005 	: 	: 	29000 	: 
TRC,NR,UKM2	2847 	2897 	2644 	2728 	2577 	2655 	2596 	2482 	2316 	1939 	1756 	1578 	1445 	1542 	1774 	1791 	1688 	1615 	1507 	1310 	1131 	: 	: 	: 	: 
TRC,NR,UKM3	3549 	3184 	3060 	2839 	2668 	2671 	2448 	2245 	2146 	1955 	1729 	1448 	1277 	1409 	1679 	1749 	1672 	1540 	1361 	1136 	983 	: 	: 	: 	: 
TRC,NR,UKM5	1199 	1463 	1075 	981 	940 	905 	887 	833 	735 	724 	712 	656 	610 	696 	710 	739 	848 	802 	724 	611 	539 	: 	: 	: 	: 
TRC,NR,UKM6	1050 	689 	911 	847 	773 	730 	629 	580 	529 	494 	447 	425 	422 	424 	452 	513 	512 	494 	450 	389 	352 	: 	: 	: 	: 
TRC,NR,UKN	768 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5900 	: 
TRC,NR,UKN0	768 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5900 	: 
TRL_STRL,NR,AT	680052 	711000 	695000 	679000 	662000 	646000 	632600 	618100 	604800 	592600 	580800 	566900 	553700 	552300 	535800 	517800 	498400 	447800 	455000 	434000 	412800 	393000 	375300 	356100 	339800 
TRL_STRL,NR,AT1	248254 	260000 	255000 	250000 	245000 	240000 	234700 	229900 	226000 	222100 	218200 	213900 	210100 	208200 	202800 	196800 	190000 	183300 	175000 	169000 	163600 	157500 	152300 	146800 	142000 
TRL_STRL,NR,AT11	32100 	32000 	31000 	30000 	29000 	28000 	27100 	26200 	25500 	24700 	24000 	23400 	22600 	23500 	22400 	21400 	20300 	19400 	18000 	17000 	16600 	15800 	15200 	14600 	14100 
TRL_STRL,NR,AT12	181668 	189000 	185000 	181000 	177000 	173000 	168900 	165500 	162100 	158900 	155900 	152300 	149300 	147000 	142900 	138400 	133200 	128000 	122000 	117000 	112200 	107500 	103400 	99000 	95300 
TRL_STRL,NR,AT13	34486 	39000 	39000 	39000 	39000 	39000 	38700 	38200 	38400 	38500 	38400 	38300 	38100 	37700 	37500 	37000 	36400 	36000 	35000 	35000 	34800 	34200 	33700 	33200 	32600 
TRL_STRL,NR,AT2	161783 	169000 	166000 	161000 	158000 	154000 	150800 	147500 	144400 	141400 	138500 	135100 	131700 	132700 	127700 	122800 	118700 	112700 	106000 	99000 	93800 	88300 	83500 	77700 	73600 
TRL_STRL,NR,AT21	51258 	53000 	52000 	50000 	49000 	48000 	46600 	45400 	44300 	43100 	42100 	40900 	39700 	41500 	40000 	38300 	36500 	34400 	32000 	30000 	28300 	26700 	25100 	23200 	21900 
TRL_STRL,NR,AT22	110525 	116000 	114000 	111000 	109000 	106000 	104200 	102100 	100100 	98300 	96500 	94200 	91900 	90800 	87700 	84500 	82200 	78300 	74000 	69000 	65500 	61600 	58400 	54500 	51700 
TRL_STRL,NR,AT3	270015 	282000 	274000 	268000 	259000 	252000 	247100 	240700 	234400 	229100 	224000 	217800 	211900 	211900 	205300 	198200 	189700 	151800 	171000 	163000 	155400 	147200 	139500 	131600 	124200 
TRL_STRL,NR,AT31	146198 	152000 	148000 	144000 	139000 	136000 	133000 	129800 	126400 	123800 	121100 	117700 	114700 	113800 	110500 	107100 	102900 	9900 	94000 	90000 	85900 	81600 	77700 	73400 	69600 
TRL_STRL,NR,AT32	40141 	42000 	41000 	40000 	39000 	38000 	37200 	36400 	35500 	34900 	34100 	33200 	32300 	32000 	31100 	30100 	28900 	27600 	26000 	25000 	23900 	22700 	21400 	20200 	19000 
TRL_STRL,NR,AT33	54893 	58000 	56000 	55000 	53000 	51000 	50200 	48400 	47100 	45700 	44600 	43500 	42200 	43500 	41900 	40100 	38000 	78300 	33000 	31000 	29400 	27600 	26000 	24500 	23000 
TRL_STRL,NR,AT34	28783 	30000 	29000 	29000 	28000 	27000 	26700 	26100 	25400 	24700 	24100 	23500 	22700 	22600 	21800 	20900 	19900 	36000 	18000 	17000 	16200 	15300 	14400 	13500 	12600 
TRL_STRL,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	126000 	119000 	113000 	103000 	: 
TRL_STRL,NR,BE10	0 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,BG	61113 	58900 	55000 	53000 	50000 	48000 	46100 	39900 	33000 b	45900 	42100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,BG3	28002 	26600 	25000 	24000 	23000 	23000 	21800 	19400 	16800 b	28800 	27500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,BG31	6838 	6700 	7000 	6000 	6000 	6000 	5600 	5100 	4400 b	6900 	6500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,BG32	6185 	5800 	5000 	5000 	5000 	5000 	4700 	4100 	3500 b	6500 	6200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,BG33	6736 	6300 	6000 	6000 	5000 	5000 	5200 	4600 	4100 b	6600 	6300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,BG34	8243 	7800 	7000 	7000 	7000 	7000 	6300 	5600 	4800 b	8800 	8500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,BG4	33111 	32300 	30000 	29000 	27000 	25000 	24300 	20500 	16200 b	17100 	14600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,BG41	20158 	22200 	18000 	18000 	17000 	16000 	15500 	12800 	9700 b	8500 	6600 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,BG42	12953 	10100 	12000 	11000 	10000 	9000 	8800 	7700 	6500 b	8600 	8000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,CH	: 	263359 	255996 	246966 	237371 	228830 	223203 	213242 	203833 	195110 	186709 	178384 	170338 	162047 	152892 	146383 	139869 	132913 	126641 	119901 	112436 	106174 	101703 	97910 	92869 
TRL_STRL,NR,CH0	: 	263359 	255996 	246966 	237371 	228830 	223203 	213242 	203833 	195110 	186709 	178384 	170338 	162047 	152892 	146383 	139869 	132913 	126641 	119901 	112436 	106174 	101703 	97910 	92869 
TRL_STRL,NR,CH01	: 	44593 	43256 	41914 	40333 	38738 	37514 	35849 	34147 	32497 	30666 	29322 	27640 	26126 	24677 	23358 	22165 	20708 	19874 	18510 	17280 	16209 	15783 	15335 	14684 
TRL_STRL,NR,CH02	: 	71867 	69663 	66993 	64151 	61673 	61152 	57673 	55062 	51890 	49786 	47335 	45045 	42824 	40311 	38275 	36288 	34540 	32588 	30690 	28697 	27082 	25486 	24490 	23066 
TRL_STRL,NR,CH03	: 	32502 	31922 	31137 	30039 	29166 	28378 	27406 	26235 	25388 	24230 	23206 	22255 	21302 	20138 	19433 	18835 	17877 	17125 	16397 	15628 	14729 	14366 	13924 	13270 
TRL_STRL,NR,CH04	: 	26686 	26214 	25323 	24436 	23547 	22978 	22402 	21472 	20591 	19982 	19089 	18322 	17426 	16517 	16153 	15621 	14994 	14613 	14163 	13463 	13054 	12717 	12398 	11984 
TRL_STRL,NR,CH05	: 	51981 	50077 	48072 	46353 	44926 	43262 	41171 	39670 	38091 	36459 	34996 	33331 	31811 	30020 	28624 	27287 	25897 	24521 	23074 	21531 	20225 	19085 	18017 	16968 
TRL_STRL,NR,CH06	: 	26447 	25745 	24790 	23733 	22841 	22258 	21426 	20361 	19684 	18895 	18010 	17281 	16479 	15494 	14937 	14333 	13566 	12856 	12279 	11528 	10724 	10217 	9787 	9134 
TRL_STRL,NR,CH07	: 	9283 	9118 	8718 	8306 	7914 	7636 	7274 	6847 	6896 	6627 	6273 	5905 	5502 	5034 	4659 	4381 	4160 	3887 	3639 	3269 	3119 	3025 	2943 	2737 
TRL_STRL,NR,CY	15394 	14900 	14400 	13600 	12600 	11400 	10000 	8300 	6800 	5600 	4700 	3300 	2900 	2700 	2400 	2000 	1800 	1400 	1300 	1200 	1000 	900 	800 	600 	500 
TRL_STRL,NR,CY0	15394 	14900 	14400 	13600 	12600 	11400 	10000 	8300 	6800 	5600 	4700 	3300 	2900 	2700 	2400 	2000 	1800 	1400 	1300 	1200 	1000 	900 	800 	600 	500 
TRL_STRL,NR,CY00	15394 	14900 	14400 	13600 	12600 	11400 	10000 	8300 	6800 	5600 	4700 	3300 	2900 	2700 	2400 	2000 	1800 	1400 	1300 	1200 	1000 	900 	800 	600 	500 
TRL_STRL,NR,CZ	426233 	395000 	385800 	356000 	333000 	310000 	293500 	262900 	219000 	199000 	180000 	167800 	155200 	140700 	126900 	114700 	103900 	91300 	80300 	71900 	64300 	57600 	: 	: 	: 
TRL_STRL,NR,CZ0	426233 	395000 	385800 	356000 	333000 	310000 	293500 	262900 	219000 	199000 	180000 	167800 	155200 	140700 	126900 	114700 	103900 	91300 	80300 	71900 	64300 	57600 	: 	: 	: 
TRL_STRL,NR,CZ01	43319 	40000 	38400 	35000 	34000 	32000 	31400 	27400 	23000 	21000 	17000 	17300 	15700 	14300 	13000 	11600 	9800 	7700 	7100 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,CZ02	62260 	58000 	56700 	52000 	48000 	45000 	41500 	36600 	30000 	27000 	25000 	23400 	22000 	19900 	18000 	16300 	14600 	12800 	11000 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,CZ03	67027 	62000 	61100 	57000 	53000 	49000 	45700 	41300 	34000 	31000 	28000 	25900 	23700 	21400 	19300 	17200 	15400 	13600 	11700 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,CZ04	37605 	35000 	34100 	32000 	30000 	28000 	27000 	24400 	20000 	18000 	17000 	16100 	14700 	13600 	12400 	11100 	10700 	9700 	8700 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,CZ05	68016 	63000 	61600 	57000 	53000 	49000 	46200 	41400 	35000 	32000 	29000 	27500 	25400 	22500 	20100 	17600 	15700 	13700 	11600 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,CZ06	65066 	60000 	58700 	54000 	50000 	47000 	44700 	40700 	34000 	31000 	28000 	26500 	24600 	22000 	19700 	17400 	15600 	13600 	11500 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,CZ07	45707 	42000 	41400 	38000 	36000 	33000 	31600 	28700 	24000 	22000 	20000 	18500 	16700 	14900 	13400 	11900 	10900 	9300 	7800 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,CZ08	37233 	35000 	33700 	31000 	29000 	27000 	25300 	22400 	19000 	17000 	15000 	12600 	12400 	12100 	10900 	11500 	11100 	10900 	10900 	: 	: 	: 	: 	: 	: 
TRL_STRL,NR,DE	6500419 	6358600 	6213900 	6057300 	5910700 	5774800 	5642300 b	5728600 	5570000 	5449100 	5317400 	5210800 	5105300 	4960200 	4853100 	4655800 	4521400 	4405000 	4263000 	4100800 	580000 	518000 	: 	: 	2352000 
TRL_STRL,NR,DE1	906404 	886700 	866400 	844400 	824900 	806400 	788100 b	795600 	773800 	757000 	740200 	725800 	710200 	689000 	673800 	647100 	627400 	609600 	587000 	561800 	56000 	72000 	68000 	63000 	61000 
TRL_STRL,NR,DE11	305199 	298700 	292000 	285000 	279000 	273400 	267100 b	270200 	262900 	257800 	252200 	247800 	242700 	235800 	230800 	222700 	216500 	211100 	204000 	196000 	19000 	25000 	24000 	23000 	22000 
TRL_STRL,NR,DE12	208455 	204000 	199800 	194700 	190300 	185900 	181700 b	183300 	178200 	174300 	170400 	166900 	163800 	159200 	155700 	149200 	145100 	141000 	136000 	130200 	14000 	16000 	15000 	14000 	14000 
TRL_STRL,NR,DE13	198436 	194100 	189600 	184800 	180200 	176400 	172500 b	174200 	169400 	165300 	161500 	158100 	154600 	149600 	146300 	140000 	135400 	131300 	126000 	120300 	12000 	14000 	14000 	13000 	12000 
TRL_STRL,NR,DE14	194314 	189900 	185100 	179900 	175300 	170600 	166800 b	168000 	163400 	159700 	156100 	153000 	149100 	144400 	141100 	135100 	130500 	126200 	121000 	115300 	11000 	16000 	15000 	14000 	13000 
TRL_STRL,NR,DE2	1175605 	1145400 	1113500 	1082500 	1052200 	1023400 	995400 b	1006000 	973900 	947800 	919000 	893900 	868000 	834100 	813400 	772500 	741300 	712000 	675000 	642100 	80000 	101000 	94000 	87000 	81000 
TRL_STRL,NR,DE21	329721 	321700 	313100 	305400 	297700 	289500 	281300 b	285000 	276900 	270300 	262600 	256200 	249100 	239700 	233600 	221800 	214500 	207800 	199000 	189400 	23000 	28000 	26000 	24000 	22000 
TRL_STRL,NR,DE22	154475 	149800 	145200 	140700 	136000 	131400 	127500 b	128500 	124100 	120400 	116400 	112800 	109000 	104300 	101600 	96100 	91300 	87000 	82000 	77000 	9000 	13000 	12000 	11000 	11000 
TRL_STRL,NR,DE23	126397 	123200 	119800 	116200 	112900 	109500 	106300 b	106800 	103400 	100500 	97600 	94800 	91900 	88100 	83600 	81500 	77700 	74300 	70000 	66000 	8000 	10000 	10000 	9000 	9000 
TRL_STRL,NR,DE24	104516 	101900 	98800 	95900 	92800 	90100 	87600 b	88400 	85200 	82600 	79900 	77400 	74900 	71800 	69900 	66200 	63100 	60000 	56000 	53600 	9000 	10000 	9000 	9000 	8000 
TRL_STRL,NR,DE25	130850 	128000 	124900 	121900 	119100 	116700 	114100 b	116300 	113000 	110200 	107000 	104400 	101800 	98300 	96200 	91400 	87900 	84900 	81000 	77800 	8000 	10000 	10000 	9000 	9000 
TRL_STRL,NR,DE26	134042 	130700 	127300 	123700 	120300 	117300 	114200 b	114900 	111100 	108000 	104600 	101600 	98700 	94900 	92500 	87900 	84400 	80700 	76000 	72500 	9000 	11000 	10000 	9000 	9000 
TRL_STRL,NR,DE27	195604 	190200 	184400 	178800 	173300 	169000 	164400 b	166000 	160300 	155800 	150900 	146800 	142600 	137000 	133600 	127600 	122400 	117300 	111000 	105800 	14000 	18000 	16000 	15000 	14000 
TRL_STRL,NR,DE3	80932 	79800 	78200 	76600 	75500 	74300 	73300 b	75000 	74400 	74500 	74600 	75400 	76900 	78200 	77700 	78600 	80800 	83400 	85000 	87200 	12000 	10000 	10000 	: 	102000 
TRL_STRL,NR,DE30	80932 	79800 	78200 	76600 	75500 	74300 	73300 b	75000 	74400 	74500 	74600 	75400 	76900 	78200 	77700 	78600 	80800 	83400 	85000 	87200 	12000 	10000 	10000 	: 	102000 
TRL_STRL,NR,DE4	288476 	281100 	274100 	266500 	260700 	253600 	247300 b	251500 	244200 	239600 	234000 	230200 	225700 	221400 	217300 	212500 	209100 	206500 	203000 	200300 	34000 	: 	: 	: 	392000 
TRL_STRL,NR,DE40	288476 	281100 	274100 	266500 	260700 	253600 	247300 b	251500 	244200 	239600 	234000 	230200 	225700 	221400 	217300 	212500 	209100 	206500 	203000 	200300 	34000 	: 	: 	: 	392000 
TRL_STRL,NR,DE5	32508 	32200 	31800 	31600 	31500 	31600 	31300 b	32000 	31500 	31200 	30800 	30500 	30200 	29700 	29200 	28800 	28200 	27800 	27000 	26200 	6000 	6000 	6000 	6000 	6000 
TRL_STRL,NR,DE50	32508 	32200 	31800 	31600 	31500 	31600 	31300 b	32000 	31500 	31200 	30800 	30500 	30200 	29700 	29200 	28800 	28200 	27800 	27000 	26200 	6000 	6000 	6000 	6000 	6000 
TRL_STRL,NR,DE6	62664 	32100 	61700 	61200 	60900 	60300 	58800 b	60500 	59600 	59500 	58800 	58700 	58400 	57600 	56500 	54300 	54000 	53600 	52000 	51200 	13000 	13000 	13000 	11000 	10000 
TRL_STRL,NR,DE60	62664 	32100 	61700 	61200 	60900 	60300 	58800 b	60500 	59600 	59500 	58800 	58700 	58400 	57600 	56500 	54300 	54000 	53600 	52000 	51200 	13000 	13000 	13000 	11000 	10000 
TRL_STRL,NR,DE7	398959 	391500 	384200 	375400 	366900 	358800 	351100 b	355400 	344200 	335900 	326500 	318800 	311200 	301200 	294400 	281500 	272900 	264600 	253000 	242900 	28000 	36000 	34000 	31000 	29000 
TRL_STRL,NR,DE71	194820 	191800 	188200 	183700 	179600 	176100 	172400 b	174900 	169500 	165700 	161500 	158000 	154500 	149700 	146400 	140300 	136800 	133600 	129000 	124400 	14000 	17000 	16000 	15000 	14000 
TRL_STRL,NR,DE72	87559 	85900 	84100 	82200 	80300 	78400 	76500 b	77400 	75000 	73200 	71100 	69400 	67800 	65500 	64000 	61200 	59000 	57000 	54000 	51700 	6000 	8000 	7000 	7000 	7000 
TRL_STRL,NR,DE73	116580 	113900 	111900 	109400 	107000 	104300 	102200 b	103100 	99700 	97000 	93900 	91400 	89000 	85900 	84000 	80100 	77100 	74000 	70000 	66800 	8000 	11000 	10000 	9000 	8000 
TRL_STRL,NR,DE8	184536 	180400 	175900 	170900 	164900 	159700 	154700 b	158700 	153900 	150100 	146300 	143100 	140600 	136900 	133900 	128600 	125700 	122700 	119000 	115700 	21000 	: 	: 	: 	258000 
TRL_STRL,NR,DE80	184536 	180400 	175900 	170900 	164900 	159700 	154700 b	158700 	153900 	150100 	146300 	143100 	140600 	136900 	133900 	128600 	125700 	122700 	119000 	115700 	21000 	: 	: 	: 	258000 
TRL_STRL,NR,DE9	828163 	810300 	792000 	771200 	751100 	734700 	719400 b	726100 	703800 	686900 	667600 	651200 	632500 	608900 	593500 	561400 	535900 	513000 	487000 	462600 	68000 	84000 	77000 	71000 	66000 
TRL_STRL,NR,DE91	128529 	126000 	122800 	119500 	116200 	114300 	113800 b	114200 	110100 	107500 	104200 	101700 	99300 	96000 	93800 	89700 	86300 	83200 	79000 	75900 	10000 	12000 	11000 	10000 	9000 
TRL_STRL,NR,DE92	181897 	178100 	174200 	170300 	166600 	163400 	159900 b	161700 	157500 	154200 	150300 	147000 	143200 	138600 	135400 	128500 	123300 	118800 	113000 	107600 	16000 	20000 	18000 	17000 	16000 
TRL_STRL,NR,DE93	220218 	215000 	210800 	205000 	199000 	194500 	189700 b	190900 	184700 	180200 	175400 	171400 	166200 	159200 	154500 	144600 	137100 	130000 	123000 	117000 	14000 	18000 	16000 	15000 	14000 
TRL_STRL,NR,DE94	297519 	291200 	284200 	276500 	269300 	262500 	256000 b	259200 	251400 	245000 	237700 	231100 	223900 	215200 	209900 	198600 	189300 	181000 	172000 	162100 	28000 	35000 	32000 	30000 	27000 
TRL_STRL,NR,DEA	1090159 	1072100 	1052700 	1030700 	1010200 	992400 	973400 b	995000 	971700 	952600 	931900 	915800 	899800 	874200 	855600 	817600 	791700 	767200 	686000 	705600 	113000 	133000 	124000 	114000 	106000 
